"","OTU","Sample","Abundance","Group","Source","EarTag","Genotype","Treatment","TreatmentWeek","WeekTreatment","Individual","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1734","95fdd816723ca482a5caba10bea171c8","G11-5517-4",12.8446853641292,"G11","2","5517","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5517","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","salivarius"
"2553","f80166d86a7f15b69b6ac97505299c3a","G4_5931_6",12.7728375101051,"G4","4","5931","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5931","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"1709","940c5c7f5d291961c87dd25da8580e29","G11-5517-6",12.6806526806527,"G11","4","5517","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5517","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"2166","da47a7f676f9a37da03e64a99251fd78","G11-5515-4",12.5788999098287,"G11","2","5515","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5515","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"1618","938fbbe51af86d1d7ebd6817a0f0bd24","G10-5514-2",12.4653098982424,"G10","0","5514","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5514","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","acidifaciens"
"1651","938fbbe51af86d1d7ebd6817a0f0bd24","G10-5513-8",12.2245418696358,"G10","6","5513","IL10","IL10-SPF","IL10-SPF W6","W6 IL10-SPF","IL10-SPF W6-5513","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","acidifaciens"
"1621","938fbbe51af86d1d7ebd6817a0f0bd24","G10-5513-2",12.0685551059272,"G10","0","5513","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5513","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","acidifaciens"
"213","0df6c802966e8670279671824da4f10a","A5272-8",12.0011086474501,"G1","6","5272","IL10","IL10-SPF","IL10-SPF W6","W6 IL10-SPF","IL10-SPF W6-5272","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"231","0df6c802966e8670279671824da4f10a","A5273-4",11.8859333812605,"G1","2","5273","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5273","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"2168","da47a7f676f9a37da03e64a99251fd78","G11-5517-4",11.8076832429885,"G11","2","5517","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5517","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"2594","f80166d86a7f15b69b6ac97505299c3a","G11-5516-6",11.6513976979093,"G11","4","5516","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5516","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"1744","95fdd816723ca482a5caba10bea171c8","G4_5934_4",11.6109422492401,"G4","2","5934","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5934","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","salivarius"
"1767","95fdd816723ca482a5caba10bea171c8","G4_5931_8",11.4203202940404,"G4","6","5931","IL10","IL10-SPF+BF","IL10-SPF+BF W6","W6 IL10-SPF+BF","IL10-SPF+BF W6-5931","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","salivarius"
"1664","938fbbe51af86d1d7ebd6817a0f0bd24","A5274-4",11.3137557959815,"G1","2","5274","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5274","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","acidifaciens"
"224","0df6c802966e8670279671824da4f10a","G10-5513-8",11.1807005335189,"G10","6","5513","IL10","IL10-SPF","IL10-SPF W6","W6 IL10-SPF","IL10-SPF W6-5513","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"2143","da47a7f676f9a37da03e64a99251fd78","G11-5515-2",11.1416151910318,"G11","0","5515","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5515","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"2571","f80166d86a7f15b69b6ac97505299c3a","G11-5517-4",11.1242045722366,"G11","2","5517","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5517","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"2577","f80166d86a7f15b69b6ac97505299c3a","G4_5932_4",11.0794555239,"G4","2","5932","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5932","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"229","0df6c802966e8670279671824da4f10a","A5274-8",11.038140944683,"G1","6","5274","IL10","IL10-SPF","IL10-SPF W6","W6 IL10-SPF","IL10-SPF W6-5274","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"1807","9a13cbb8e1b12468bf22d6a05aafb0c0","A5272-2",10.9942638623327,"G1","0","5272","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5272","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"909","3d5b2906feb76d0c694fdd77e162e880","G4_5932_6",10.9319899244332,"G4","4","5932","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5932","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"2598","f80166d86a7f15b69b6ac97505299c3a","G4_5933_6",10.9243697478992,"G4","4","5933","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5933","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"1686","940c5c7f5d291961c87dd25da8580e29","G10-5514-4",10.8257321171387,"G10","2","5514","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5514","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"260","0df6c802966e8670279671824da4f10a","G11-5517-4",10.8178175818996,"G11","2","5517","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5517","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"209","0df6c802966e8670279671824da4f10a","A5272-4",10.8173659956342,"G1","2","5272","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5272","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"1771","9a13cbb8e1b12468bf22d6a05aafb0c0","A5267-8",10.6831882116544,"G1","6","5267","IL10","IL10-SPF","IL10-SPF W6","W6 IL10-SPF","IL10-SPF W6-5267","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"922","3d5b2906feb76d0c694fdd77e162e880","G4_5933_6",10.6209150326797,"G4","4","5933","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5933","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"1701","940c5c7f5d291961c87dd25da8580e29","G10-5513-6",10.5853051058531,"G10","4","5513","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5513","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"2156","da47a7f676f9a37da03e64a99251fd78","G10-5512-4",10.4322244851776,"G10","2","5512","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5512","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"2562","f80166d86a7f15b69b6ac97505299c3a","G4_5933_4",10.4285714285714,"G4","2","5933","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5933","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"2169","da47a7f676f9a37da03e64a99251fd78","G11-5516-6",10.3828987549918,"G11","4","5516","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5516","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"2551","f80166d86a7f15b69b6ac97505299c3a","G4_5932_8",10.3432063939821,"G4","6","5932","IL10","IL10-SPF+BF","IL10-SPF+BF W6","W6 IL10-SPF+BF","IL10-SPF+BF W6-5932","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"1919","a6bfdb3176b2fc52c2e55ef46213f792","G4_5933_2",10.3290974258716,"G4","0","5933","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5933","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"246","0df6c802966e8670279671824da4f10a","G4_5931_6",10.3206682834815,"G4","4","5931","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5931","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"250","0df6c802966e8670279671824da4f10a","G4_5930_4",10.1859561476547,"G4","2","5930","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5930","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"2159","da47a7f676f9a37da03e64a99251fd78","G10-5513-8",10.1832521456739,"G10","6","5513","IL10","IL10-SPF","IL10-SPF W6","W6 IL10-SPF","IL10-SPF W6-5513","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"891","3d5b2906feb76d0c694fdd77e162e880","G4_5930_6",10.1728395061728,"G4","4","5930","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5930","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"726","2c982937754e6321f861027032db80f7","G11-5515-8",10.1272534464475,"G11","6","5515","IL10","IL10-SPF+BF","IL10-SPF+BF W6","W6 IL10-SPF+BF","IL10-SPF+BF W6-5515","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","fragilis"
"2150","da47a7f676f9a37da03e64a99251fd78","G11-5516-8",9.88548726337929,"G11","6","5516","IL10","IL10-SPF+BF","IL10-SPF+BF W6","W6 IL10-SPF+BF","IL10-SPF+BF W6-5516","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"2589","f80166d86a7f15b69b6ac97505299c3a","G11-5516-8",9.88548726337929,"G11","6","5516","IL10","IL10-SPF+BF","IL10-SPF+BF W6","W6 IL10-SPF+BF","IL10-SPF+BF W6-5516","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"216","0df6c802966e8670279671824da4f10a","A5272-6",9.82328482328482,"G1","4","5272","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5272","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"1622","938fbbe51af86d1d7ebd6817a0f0bd24","G4_5930_2",9.81818181818182,"G4","0","5930","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5930","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","acidifaciens"
"1205","693829f035ea531a3e3642b5fa067eef","G10-5514-2",9.69010175763182,"G10","0","5514","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5514","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"2563","f80166d86a7f15b69b6ac97505299c3a","G11-5515-8",9.62354188759279,"G11","6","5515","IL10","IL10-SPF+BF","IL10-SPF+BF W6","W6 IL10-SPF+BF","IL10-SPF+BF W6-5515","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"1233","693829f035ea531a3e3642b5fa067eef","G4_5931_2",9.61704578174489,"G4","0","5931","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5931","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"1957","a9b24370bdb02a8ee91855de7b8b2813","G10-5512-6",9.52380952380952,"G10","4","5512","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5512","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","pseudolongum"
"1763","95fdd816723ca482a5caba10bea171c8","G11-5517-6",9.44055944055944,"G11","4","5517","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5517","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","salivarius"
"2142","da47a7f676f9a37da03e64a99251fd78","G11-5515-8",9.43796394485684,"G11","6","5515","IL10","IL10-SPF+BF","IL10-SPF+BF W6","W6 IL10-SPF+BF","IL10-SPF+BF W6-5515","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"2580","f80166d86a7f15b69b6ac97505299c3a","G4_5933_2",9.41674812642555,"G4","0","5933","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5933","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"1683","940c5c7f5d291961c87dd25da8580e29","G10-5514-6",9.37142857142857,"G10","4","5514","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5514","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"1633","938fbbe51af86d1d7ebd6817a0f0bd24","A5273-2",9.35630533620483,"G1","0","5273","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5273","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","acidifaciens"
"1885","a6bfdb3176b2fc52c2e55ef46213f792","G4_5931_4",9.32553337921542,"G4","2","5931","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5931","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"1230","693829f035ea531a3e3642b5fa067eef","A5272-6",9.3035343035343,"G1","4","5272","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5272","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"1735","95fdd816723ca482a5caba10bea171c8","G4_5930_6",9.28395061728395,"G4","4","5930","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5930","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","salivarius"
"1732","95fdd816723ca482a5caba10bea171c8","G4_5931_4",9.22229869236063,"G4","2","5931","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5931","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","salivarius"
"2161","da47a7f676f9a37da03e64a99251fd78","G11-5517-8",9.17923804653541,"G11","6","5517","IL10","IL10-SPF+BF","IL10-SPF+BF W6","W6 IL10-SPF+BF","IL10-SPF+BF W6-5517","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"214","0df6c802966e8670279671824da4f10a","A5267-8",9.00870730073677,"G1","6","5267","IL10","IL10-SPF","IL10-SPF W6","W6 IL10-SPF","IL10-SPF W6-5267","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"889","3d5b2906feb76d0c694fdd77e162e880","G4_5933_4",9,"G4","2","5933","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5933","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"254","0df6c802966e8670279671824da4f10a","G4_5934_6",8.96986685353889,"G4","4","5934","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5934","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"692","2c982937754e6321f861027032db80f7","G4_5931_4",8.94700619408121,"G4","2","5931","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5931","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","fragilis"
"1619","938fbbe51af86d1d7ebd6817a0f0bd24","G10-5514-4",8.85741718674988,"G10","2","5514","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5514","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","acidifaciens"
"2590","f80166d86a7f15b69b6ac97505299c3a","G4_5934_4",8.84498480243161,"G4","2","5934","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5934","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"243","0df6c802966e8670279671824da4f10a","G4_5930_6",8.83950617283951,"G4","4","5930","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5930","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"923","3d5b2906feb76d0c694fdd77e162e880","G4_5934_6",8.75963559915908,"G4","4","5934","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5934","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"1674","940c5c7f5d291961c87dd25da8580e29","G10-5512-6",8.68079289131921,"G10","4","5512","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5512","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"1101","5858157a5f3c4bdbc235927eae7ff303","A5267-4",8.53692012077958,"G1","2","5267","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5267","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"1749","95fdd816723ca482a5caba10bea171c8","A5274-4",8.50077279752705,"G1","2","5274","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5274","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","salivarius"
"1634","938fbbe51af86d1d7ebd6817a0f0bd24","G11-5515-2",8.44200411805079,"G11","0","5515","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5515","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","acidifaciens"
"1890","a6bfdb3176b2fc52c2e55ef46213f792","A5267-2",8.39186691312385,"G1","0","5267","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5267","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"1878","a6bfdb3176b2fc52c2e55ef46213f792","G4_5930_2",8.36363636363636,"G4","0","5930","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5930","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"1748","95fdd816723ca482a5caba10bea171c8","G11-5516-6",8.31571529245948,"G11","4","5516","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5516","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","salivarius"
"668","294439019add4f19e8d5d95d40921207","A5274-4",8.31530139103555,"G1","2","5274","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5274","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]","gnavus"
"2177","da47a7f676f9a37da03e64a99251fd78","G10-5514-4",8.16130580892943,"G10","2","5514","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5514","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"2167","da47a7f676f9a37da03e64a99251fd78","G10-5514-6",8.16,"G10","4","5514","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5514","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"1924","a6bfdb3176b2fc52c2e55ef46213f792","A5274-2",8.10743596120368,"G1","0","5274","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5274","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"1200","693829f035ea531a3e3642b5fa067eef","G10-5513-2",8.09331111640086,"G10","0","5513","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5513","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"2578","f80166d86a7f15b69b6ac97505299c3a","G4_5930_4",8.07660283097419,"G4","2","5930","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5930","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"1758","95fdd816723ca482a5caba10bea171c8","G4_5933_6",8.0765639589169,"G4","4","5933","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5933","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","salivarius"
"1887","a6bfdb3176b2fc52c2e55ef46213f792","G4_5932_2",8.0463368816531,"G4","0","5932","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5932","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"210","0df6c802966e8670279671824da4f10a","A5273-8",7.98580301685892,"G1","6","5273","IL10","IL10-SPF","IL10-SPF W6","W6 IL10-SPF","IL10-SPF W6-5273","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"1692","940c5c7f5d291961c87dd25da8580e29","A5274-4",7.91344667697063,"G1","2","5274","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5274","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"236","0df6c802966e8670279671824da4f10a","G11-5516-2",7.91253381424707,"G11","0","5516","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5516","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"1199","693829f035ea531a3e3642b5fa067eef","G4_5930_2",7.8961038961039,"G4","0","5930","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5930","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"2162","da47a7f676f9a37da03e64a99251fd78","G10-5512-8",7.80340088516189,"G10","6","5512","IL10","IL10-SPF","IL10-SPF W6","W6 IL10-SPF","IL10-SPF W6-5512","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"1761","95fdd816723ca482a5caba10bea171c8","G4_5933_2",7.65721733463669,"G4","0","5933","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5933","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","salivarius"
"2554","f80166d86a7f15b69b6ac97505299c3a","G10-5513-6",7.59651307596513,"G10","4","5513","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5513","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"1646","938fbbe51af86d1d7ebd6817a0f0bd24","A5272-4",7.59155954402134,"G1","2","5272","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5272","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","acidifaciens"
"1219","693829f035ea531a3e3642b5fa067eef","A5273-2",7.58554678152668,"G1","0","5273","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5273","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"1707","940c5c7f5d291961c87dd25da8580e29","G10-5513-8",7.58524704244955,"G10","6","5513","IL10","IL10-SPF","IL10-SPF W6","W6 IL10-SPF","IL10-SPF W6-5513","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"1837","9c6688b479e664fa9d070647653e49ed","A5267-2",7.39371534195933,"G1","0","5267","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5267","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
